policy,seed,step,action,applied_force,target_score,end_y,q1,q2,q1_dot,q2_dot,reward,capture_drop,termination_reason
zero_action,0,0,0.0,0.0,0.9988823993292852,0.6662411948917544,1.6106804494796603,1.6018185034759445,-0.133822694505583,0.0040183443702084334,20.38301224985684,False,
zero_action,0,1,0.0,0.0,0.9989229604670304,0.6662582675396775,1.6093422225346043,1.6018586869196465,-0.12565609951183415,0.001578822132020128,12.00577205812752,False,
zero_action,0,2,0.0,0.0,0.9989610293054959,0.6662739821769477,1.608085661539486,1.6018744751409668,-0.11934863914979357,-0.0006044509529628968,8.576016666650418,False,
zero_action,0,3,0.0,0.0,0.9989971800446358,0.6662886388715659,1.606892175147988,1.6018684306314372,-0.11434882585065437,-0.002568900558563694,6.6966820852909335,False,
zero_action,0,4,0.0,0.0,0.9990317986678228,0.6663024424061772,1.6057486868894815,1.6018427416258516,-0.11027695387770703,-0.004342615352625784,5.507971927903645,False,
zero_action,0,5,0.0,0.0,0.9990651454269355,0.6663155343831998,1.6046459173507044,1.6017993154723253,-0.10687129071065743,-0.005947108578164991,4.687659778708748,False,
zero_action,0,6,0.0,0.0,0.9990973965224902,0.6663280142337313,1.6035772044435979,1.6017398443865436,-0.10395110955659635,-0.007399240059379851,4.087247685605594,False,
zero_action,0,7,0.0,0.0,0.9991286719874138,0.6663399530535977,1.602537693348032,1.60166585198595,-0.10139130686370636,-0.008712551681993624,3.6286754876989007,False,
zero_action,0,8,0.0,0.0,0.9991590543733696,0.6663514027631544,1.601523780279395,1.60157872646913,-0.09910498141409796,-0.009898195059949183,3.266950647489332,False,
zero_action,0,9,0.0,0.0,0.9991886012831154,0.666362402198696,1.600532730465254,1.6014797445185305,-0.09703148108146938,-0.010965576497596405,2.974303225067482,False,
zero_action,0,10,0.0,0.0,0.9992173537753026,0.6663729811804704,1.5995624156544392,1.6013700887535545,-0.09512820264469662,-0.011922806341943837,2.732660152240154,False,
zero_action,0,11,0.0,0.0,0.999245341996688,0.6663831632411459,1.5986111336279922,1.601250860690135,-0.09336496675988526,-0.012777013132630076,2.5297504585532553,False,
zero_action,0,12,0.0,0.0,0.9992725889504047,0.666392967464545,1.5976774839603933,1.6011230905588087,-0.09172015936801961,-0.013534564343496522,2.356948915047211,False,
zero_action,0,13,0.0,0.0,0.9992991130108144,0.666402409731651,1.596760282366713,1.6009877449153738,-0.09017808452558199,-0.014201222582122542,2.2080151893703808,False,
zero_action,0,14,0.0,0.0,0.9993249295956484,0.6664115035705821,1.5958585015214573,1.6008457326895524,-0.08872714789161011,-0.014782257161420764,2.0783225813015243,False,
zero_action,0,15,0.0,0.0,0.9993500522719253,0.6664202607411014,1.5949712300425412,1.6006979101179382,-0.08735860971710235,-0.015282524770624315,1.964367970458638,False,
zero_action,0,16,0.0,0.0,0.9993744934818366,0.6664286916405129,1.5940976439453702,1.6005450848702318,-0.08606572826034421,-0.015706528703726127,1.8634501761454845,False,
zero_action,0,17,0.0,0.0,0.9993982650139924,0.66643680558883,1.5932369866627667,1.6003880195831945,-0.08484317085602193,-0.016058463160576398,1.7734528487387407,False,
zero_action,0,18,0.0,0.0,0.9994213783044467,0.6664446110318727,1.5923885549542065,1.6002274349515888,-0.08368660848035356,-0.016342247108980783,1.6926942864618784,False,
zero_action,0,19,0.0,0.0,0.9994438446243223,0.6664521156881733,1.591551688869403,1.600064012480499,-0.08259243613116674,-0.016561550801036617,1.6198212803986545,False,
zero_action,0,20,0.0,0.0,0.9994656751922436,0.6664593266570641,1.5907257645080914,1.5998983969724887,-0.08155757949278243,-0.01671981707713454,1.5537326278695887,False,
zero_action,0,21,0.0,0.0,0.999486881237248,0.6664662504996512,1.5899101887131637,1.5997311988017173,-0.08057936079680887,-0.01682027893093766,1.4935230694291,False,
zero_action,0,22,0.0,0.0,0.999507474029401,0.6664728933005976,1.5891043951051955,1.599562996012408,-0.07965540531637391,-0.01686597435473821,1.4384415571370854,False,
zero_action,0,23,0.0,0.0,0.9995274648896442,0.6664792607161091,1.5883078410520317,1.5993943362688607,-0.07878357577404713,-0.01685975917248197,1.387859754114372,False,
zero_action,0,24,0.0,0.0,0.9995468651865833,0.6664853580118224,1.5875200052942913,1.599225738677136,-0.07796192594698202,-0.016804318353113506,1.3412479534464785,False,
zero_action,0,25,0.0,0.0,0.999565686325337,0.666491190093154,1.5867403860348215,1.5990576954936049,-0.0771886674954913,-0.01670217614923349,1.2981564544637443,False,
zero_action,0,26,0.0,0.0,0.9995839397318416,0.6664967615299056,1.5859684993598666,1.5988906737321125,-0.07646214592016126,-0.01655570530440642,1.2582010058493218,False,
zero_action,0,27,0.0,0.0,0.9996016368348392,0.6665020765763916,1.585203877900665,1.5987251166790684,-0.07578082283968748,-0.016367135502401167,1.221051315775636,False,
zero_action,0,28,0.0,0.0,0.9996187890469984,0.6665071391880124,1.5844460696722682,1.5985614453240444,-0.07514326266325758,-0.016138561183289317,1.186421900672847,False,
zero_action,0,29,0.0,0.0,0.9996354077460942,0.6665119530349394,1.5836946370456355,1.5984000597122114,-0.07454812233522973,-0.015871948817868867,1.1540647354648852,False,max_steps
constant_+0.02,0,0,0.02,0.002,0.9988823993292852,0.6662411948917544,1.6106804494796603,1.6018185034759445,-0.11590694867850082,0.004033724143159793,20.383098842957846,False,
constant_+0.02,0,1,0.02,0.0038000000000000004,0.9989174021587576,0.6662559592436603,1.6095213799928754,1.601858840717376,-0.07952454431486469,0.0018549601533459099,12.006293604991985,False,
constant_+0.02,0,2,0.02,0.00542,0.9989413749381258,0.6662659245687299,1.6087261345497268,1.6018773903189094,-0.03971561546909497,0.00029514960568832196,8.576821314822462,False,
constant_+0.02,0,3,0.02,0.006878,0.9989534391225688,0.6662708878718713,1.6083289783950359,1.6018803418149663,0.0008226589942739101,-0.0006392358498282255,6.697560520029026,False,
constant_+0.02,0,4,0.02,0.0081902,0.9989533831046996,0.6662708511787676,1.6083372049849787,1.601873949456468,0.040414799313289444,-0.0009789501489183565,5.508645141400534,False,
constant_+0.02,0,5,0.02,0.00937118,0.9989413138223528,0.6662658691856354,1.6087413529781116,1.6018641599549788,0.07806901717876266,-0.0007763307723904201,4.68789009670684,False,
constant_+0.02,0,6,0.02,0.010434062,0.9989174574134793,0.666255975986719,1.6095220431498993,1.6018563966472548,0.11324645985801288,-9.476125005980203e-05,4.086855016235241,False,
constant_+0.02,0,7,0.02,0.0113906558,0.9988820526484004,0.6662411573659851,1.6106545077484795,1.601855449034754,0.14570424350507163,0.0009982609920958655,3.6274876381217025,False,
constant_+0.02,0,8,0.02,0.01225159022,0.9988352998192401,0.6662213472463915,1.6121115501835301,1.601865431644675,0.1753891800868531,0.00243553470168519,3.264851429329899,False,
constant_+0.02,0,9,0.02,0.013026431198,0.9987773413335547,0.6661964354430236,1.6138654419843987,1.601889786991692,0.20236624275067527,0.004152830114872347,2.9712209507929814,False,
constant_+0.02,0,10,0.02,0.0137237880782,0.9987082593959632,0.6661662794545127,1.6158891044119055,1.6019313152928407,0.2267707629022387,0.0060903951066457775,2.728556976441669,False,
constant_+0.02,0,11,0.02,0.014351409270379999,0.9986280820706597,0.6661307164802404,1.6181568120409278,1.6019922192439071,0.24877678465926775,0.008193691285376366,2.5246152975055094,False,
constant_+0.02,0,12,0.02,0.014916268343341999,0.9985367927246062,0.6660895738840684,1.6206445798875204,1.6020741561567609,0.26857637889610236,0.01041363636441259,2.3507909729174234,False,
constant_+0.02,0,13,0.02,0.015424641509007799,0.9984343401165726,0.666042677463135,1.6233303436764814,1.602178292520405,0.28636635988004755,0.012706540626251539,2.2008584217231704,False,
constant_+0.02,0,14,0.02,0.01588217735810702,0.9983206477461143,0.6659898574765782,1.6261940072752818,1.6023053579266675,0.30233997683214325,0.015033862845615753,2.0702011649334615,False,
constant_+0.02,0,15,0.02,0.01629395962229632,0.998195621856211,0.6659309526704016,1.6292174070436032,1.6024556965551238,0.3166819278155308,0.017361867816528802,1.9553227144392795,False,
constant_+0.02,0,16,0.02,0.016664563660066686,0.9980591579164367,0.6658658126406283,1.6323842263217585,1.602629315233289,0.32956557394238567,0.01966123821265058,1.853525751103643,False,
constant_+0.02,0,17,0.02,0.016998107294060018,0.9979111456401368,0.6657942988905494,1.6356798820611824,1.6028259276154155,0.3411515943144326,0.02190667378945158,1.762695696152756,False,
constant_+0.02,0,18,0.02,0.017298296564654016,0.9977514726954984,0.6657162849072233,1.6390913980043267,1.60304499435331,0.35158756919198514,0.024076497903205176,1.681151076115539,False,
constant_+0.02,0,19,0.02,0.017568466908188612,0.9975800273090296,0.6656316555341266,1.6426072736962465,1.6032857593323422,0.36100814703354067,0.026152282832162897,1.6075378000709488,False,
constant_+0.02,0,20,0.02,0.01781162021736975,0.9973966999621394,0.6655403058651126,1.646217355166582,1.6035472821606638,0.36953556527985704,0.028118499943969102,1.5407530080555962,False,
constant_+0.02,0,21,0.02,0.018030458195632777,0.9972013843655395,0.6654421398365034,1.6499127108193805,1.6038284671601035,0.37728037221713256,0.02996219733322789,1.479889264059689,False,
constant_+0.02,0,22,0.02,0.0182274123760695,0.996993977872588,0.665337068652127,1.6536855145415519,1.6041280891334357,0.3843422496675381,0.031672705457909074,1.4241930173811195,False,
constant_+0.02,0,23,0.02,0.01840467113846255,0.9967743814672,0.6652250091411753,1.6575289370382273,1.604444816188015,0.3908108716268145,0.033241370066191156,1.3730332459340058,False,
constant_+0.02,0,24,0.02,0.018564204024616296,0.9965424994375786,0.6651058821205873,1.6614370457544956,1.6047772298886769,0.39676675775677167,0.03466131101652838,1.3258774806726004,False,
constant_+0.02,0,25,0.02,0.018707783622154667,0.9962982388251655,0.6649796108114887,1.6654047133320633,1.6051238429988421,0.40228209656431707,0.03592720524945403,1.282273258031593,False,
constant_+0.02,0,26,0.02,0.0188370052599392,0.9960415087193609,0.6648461193421199,1.6694275342977065,1.6054831150513367,0.40742152368988654,0.037035092037243415,1.2418336168261432,False,
constant_+0.02,0,27,0.02,0.01895330473394528,0.9957722194527375,0.6647053313567417,1.6735017495346054,1.6058534659717092,0.412242847709325,0.03798219863162731,1.20422564526428,False,
constant_+0.02,0,28,0.02,0.019057974260550753,0.9954902817384476,0.6645571687404255,1.6776241780116987,1.6062332879580254,0.41679772039556284,0.03876678449595138,1.169161353893691,False,
constant_+0.02,0,29,0.02,0.019152176834495677,0.9951956057809463,0.6644015504626823,1.6817921552156543,1.606620955802985,0.4211322512857518,0.03938800241251971,1.1363903405630722,False,max_steps
constant_-0.02,0,0,-0.02,-0.002,0.9988823993292852,0.6662411948917544,1.6106804494796603,1.6018185034759445,-0.15173844033266523,0.004002964597257075,20.38223875403993,False,
constant_-0.02,0,1,-0.02,-0.0038000000000000004,0.9989285044363889,0.6662605651445025,1.6091630650763336,1.601858533121917,-0.17178822127676313,0.0013027975178808025,12.004260049603118,False,
constant_-0.02,0,2,-0.02,-0.00542,0.9989804992478503,0.6662819031996197,1.6074451828635659,1.601871561097096,-0.19898841202960302,-0.0015022767091116907,8.573469814820651,False,
constant_-0.02,0,3,-0.02,-0.006878,0.9990399870072231,0.6663057027873852,1.6054552987432698,1.6018565383300047,-0.2295453560184176,-0.004491799444666567,6.692837099707237,False,
constant_-0.02,0,4,-0.02,-0.0081902,0.9991071622961757,0.6663318037951036,1.6031598451830855,1.6018116203355581,-0.2610284887375592,-0.007690226057419026,5.502624064168461,False,
constant_-0.02,0,5,-0.02,-0.00937118,0.9991812829853635,0.6663596171155577,1.6005495602957098,1.601734718074984,-0.2919233109108096,-0.01108856214579167,4.680665117729918,False,
constant_-0.02,0,6,-0.02,-0.010434062,0.9992610054695085,0.6663882866305757,1.5976303271866017,1.601623832453526,-0.32132699634064954,-0.014658669138335852,4.078523386594198,False,
constant_-0.02,0,7,-0.02,-0.0113906558,0.9993446247671682,0.6664168070139944,1.5944170572231953,1.6014772457621425,-0.34874172100202605,-0.018362526135028496,3.618193114041521,False,
constant_-0.02,0,8,-0.02,-0.01225159022,0.9994302456758364,0.6664441084256034,1.590929640013175,1.6012936205007922,-0.3739347191345895,-0.022158093054896324,3.254726140191374,False,
constant_-0.02,0,9,-0.02,-0.013026431198,0.9995159030663887,0.6664691158544859,1.587190292821829,1.6010720395702431,-0.39684380228641564,-0.026002921713588242,2.9603861719164213,False,
constant_-0.02,0,10,-0.02,-0.0137237880782,0.9995996445293649,0.6664907891033378,1.583221854798965,1.6008120103531072,-0.41751380689709217,-0.0298562964731156,2.717123896206549,False,
constant_-0.02,0,11,-0.02,-0.014351409270379999,0.9996795852854378,0.6665081481972701,1.579046716729994,1.600513447388376,-0.4360540586370646,-0.033680428285203526,2.512683744648567,False,
constant_-0.02,0,12,-0.02,-0.014916268343341999,0.9997539428537217,0.6665202880326845,1.5746861761436233,1.600176643105524,-0.452610102949978,-0.03744104838772074,2.3384492459730737,False,
constant_-0.02,0,13,-0.02,-0.015424641509007799,0.9998210571304861,0.6665263852662396,1.5701600751141236,1.5998022326216468,-0.46734510710716304,-0.04110762793780976,2.1881837781017,False,
constant_-0.02,0,14,-0.02,-0.01588217735810702,0.9998794001132003,0.6665256997598556,1.565486624043052,1.5993911563422687,-0.4804278070533031,-0.04465336998836515,2.0572606671584968,False,
constant_-0.02,0,15,-0.02,-0.01629395962229632,0.9999275784152473,0.6665175723364196,1.560682345972519,1.5989446226423851,-0.49202487125120864,-0.04805506765009215,1.9421742356450395,False,
constant_-0.02,0,16,-0.02,-0.016664563660066686,0.9999643308853331,0.6665014201514341,1.5557620972600068,1.5984640719658842,-0.5022962334846806,-0.05129288801334937,1.84021901642022,False,
constant_-0.02,0,17,-0.02,-0.016998107294060018,0.9999885230170823,0.666476730633831,1.55073913492516,1.5979511430857507,-0.5113924093287645,-0.0543501192375035,1.7492732875978272,False,
constant_-0.02,0,18,-0.02,-0.017298296564654016,0.999999139363341,0.6664430546786408,1.5456252108318724,1.5974076418933756,-0.5194531262297244,-0.05721290397449977,1.6676493622257247,False,
constant_-0.02,0,19,-0.02,-0.017568466908188612,0.9999952748197869,0.6663999995696421,1.5404306795695752,1.5968355128536307,-0.5266068120421029,-0.05986997320215057,1.593987772859702,False,
constant_-0.02,0,20,-0.02,-0.01781162021736975,0.9999761253844613,0.6663472219576507,1.5351646114491542,1.5962368131216091,-0.5329706334845626,-0.06231238877604998,1.5271810228913203,False,
constant_-0.02,0,21,-0.02,-0.018030458195632777,0.9999409788110188,0.6662844211079961,1.5298349051143085,1.5956136892338486,-0.5386508760575591,-0.06453329937664484,1.4663176855545237,False,
constant_-0.02,0,22,-0.02,-0.0182274123760695,0.99988920543629,0.666211332549381,1.524448396353733,1.5949683562400823,-0.5437435253027448,-0.06652771225855854,1.410640778344193,False,
constant_-0.02,0,23,-0.02,-0.01840467113846255,0.9998202493638075,0.6661277221981718,1.5190109611007054,1.5943030791174966,-0.5483349559390549,-0.06829228180582207,1.3595163282092648,False,
constant_-0.02,0,24,-0.02,-0.018564204024616296,0.9997336201141787,0.6660333809913023,1.513527611541315,1.5936201562994383,-0.5525026672396994,-0.069825115040631,1.312409327131699,False,
constant_-0.02,0,25,-0.02,-0.018707783622154667,0.9996288848031055,0.6659281200328822,1.508002584868918,1.592921905149032,-0.5563160246955041,-0.07112559372137689,1.2688651246945504,False,
constant_-0.02,0,26,-0.02,-0.0188370052599392,0.9995056608728409,0.6658117662408735,1.502439424621963,1.5922106492118182,-0.5598369827392826,-0.07219421236900035,1.2284948733940613,False,
constant_-0.02,0,27,-0.02,-0.01895330473394528,0.9993636093788272,0.6656841584682478,1.49684105479457,1.5914887070881283,-0.5631207732700247,-0.07303243139774504,1.190964031488511,False,
constant_-0.02,0,28,-0.02,-0.019057974260550753,0.9992024288171425,0.6655451440659607,1.4912098470618698,1.590758382774151,-0.5662165514129879,-0.07364254444604384,1.1559831983041393,False,
constant_-0.02,0,29,-0.02,-0.019152176834495677,0.9990218494679544,0.6653945758514547,1.48554768154774,1.5900219573296905,-0.5691679944102321,-0.0740275589736533,1.1233007472078103,False,max_steps
constant_+0.05,0,0,0.05,0.005000000000000001,0.9988823993292852,0.6662411948917544,1.6106804494796603,1.6018185034759445,-0.08903332993787752,0.004056793802586833,20.381948264118417,False,
constant_+0.05,0,1,0.05,0.009500000000000001,0.9989090378098562,0.6662524767538113,1.6097901161802814,1.6018590714139702,-0.01032827383433449,0.0022693798238091795,12.00520446380565,False,
constant_+0.05,0,2,0.05,0.013550000000000003,0.9989115475534013,0.6662535820736484,1.609686833441938,1.6018817652122084,0.07972106805931888,0.001648005820498345,8.574717906207617,False,
constant_+0.05,0,3,0.05,0.017195000000000002,0.9988860763194649,0.6662429734121964,1.6104840441225312,1.6018982452704134,0.17353053141699115,0.0022695061875141003,6.693208200826403,False,
constant_+0.05,0,4,0.05,0.0204755,0.9988300366270818,0.6662192858609555,1.6122193494367012,1.6019209403322885,0.2663277312287944,0.004104992006039303,5.500886789177827,False,
constant_+0.05,0,5,0.05,0.023427950000000003,0.9987411387438409,0.6661809154953493,1.614882626748989,1.601961990252349,0.3552268893607176,0.007063950706568032,4.6758394187173815,False,
constant_+0.05,0,6,0.05,0.026085155000000002,0.9986169283986625,0.6661258947712932,1.6184348956425962,1.6020326297594147,0.43859564349743113,0.011024395683760934,4.069965396506275,False,
constant_+0.05,0,7,0.05,0.0284766395,0.9984546235931464,0.6660519222697816,1.6228208520775707,1.6021428737162524,0.5156240573229435,0.01585246266319711,3.60557905791547,False,
constant_+0.05,0,8,0.05,0.03062897555,0.99825111179747,0.6659564605602346,1.6279770926508002,1.6023013983428844,0.5860331492546728,0.021414324809097076,3.2379871778720872,False,
constant_+0.05,0,9,0.05,0.032566077995,0.9980030214532097,0.6658368519684528,1.6338374241433469,1.6025155415909753,0.6498790747095854,0.027582819630384746,2.9396317789272337,False,
constant_+0.05,0,10,0.05,0.0343094701955,0.9977068181393101,0.6656904261568848,1.6403362148904428,1.602791369787279,0.7074224471235321,0.034240648900392766,2.6925738771298424,False,
constant_+0.05,0,11,0.05,0.03587852317595,0.9973588990997676,0.6655145881357106,1.6474104393616782,1.603133776276283,0.7590417530914351,0.04128150000459183,2.4846160512014452,False,
constant_+0.05,0,12,0.05,0.037290670858355,0.9969556739212959,0.6653068836078888,1.6550008568925925,1.603546591276329,0.8051764715905346,0.04861000473662806,2.30716365079936,False,
constant_+0.05,0,13,0.05,0.03856160377251951,0.9964936271740521,0.665065042809525,1.6630526216084978,1.6040326913236953,0.8462901284219045,0.05614112102510783,2.1539785471910915,False,
constant_+0.05,0,14,0.05,0.039705443395267555,0.9959693630813787,0.6647870058980899,1.6715155228927168,1.6045941025339463,0.8828466907370996,0.06379928832795956,2.020418790410544,False,
constant_+0.05,0,15,0.05,0.0407348990557408,0.9953796342938577,0.6644709335212036,1.6803439898000878,1.605232095417226,0.9152958661456005,0.07151755049271274,1.9029561960886328,False,
constant_+0.05,0,16,0.05,0.04166140915016672,0.9947213575788393,0.6641152061033297,1.6894969484615439,1.605947270922153,0.9440643299822226,0.07923674071428354,1.7988597852689423,False,
constant_+0.05,0,17,0.05,0.04249526823515005,0.9939916192921658,0.6637184149821992,1.698937591761366,1.6067396383292958,0.9695508850099506,0.08690476430580907,1.705981906423828,False,
constant_+0.05,0,18,0.05,0.04324574141163504,0.9931876732247304,0.6632793480121386,1.7086331006114654,1.607608685972354,0.9921242147940847,0.09447598270362595,1.6226100104048982,False,
constant_+0.05,0,19,0.05,0.04392116727047154,0.992306933012494,0.6627969717324679,1.7185543427594063,1.6085534457993902,1.0121223313705336,0.10191068658302048,1.547361608904607,False,
constant_+0.05,0,20,0.05,0.04452905054342438,0.991346960872775,0.6622704117257922,1.7286755660731117,1.6095725526652205,1.0298531117291905,0.1091746403729628,1.4791083570921175,False,
constant_+0.05,0,21,0.05,0.04507614548908195,0.9903054540360495,0.6616989323834103,1.7389740971904035,1.6106642990689501,1.045595514571148,0.11623868034695846,1.4169202195683297,False,
constant_+0.05,0,22,0.05,0.045568530940173754,0.9891802299040827,0.6610819169572691,1.749430052336115,1.6118266858724197,1.0596012012267022,0.12307835100573038,1.3600237621493427,False,
constant_+0.05,0,23,0.05,0.04601167784615638,0.9879692106877478,0.6604188485060751,1.760026064348382,1.613057469382477,1.0720963741249792,0.12967356795972107,1.307770556865587,False,
constant_+0.05,0,24,0.05,0.04641051006154075,0.9866704080583001,0.6597092921299006,1.7707470280896318,1.6143542050620743,1.0832837070877392,0.13600829901840214,1.2596129437692003,False,
constant_+0.05,0,25,0.05,0.046769459055386674,0.9852819081770638,0.6589528787242951,1.7815798651605093,1.6157142880522584,1.093344283433068,0.14207025822968006,1.2150852221175117,False,
constant_+0.05,0,26,0.05,0.047092513149848005,0.9838018573420361,0.6581492903629633,1.7925133079948399,1.6171349906345551,1.1024394866643215,0.14785061000767807,1.173788901286876,False,
constant_+0.05,0,27,0.05,0.0473832618348632,0.9822284483975374,0.6572982473296356,1.8035377028614832,1.618613496734632,1.1107128085181337,0.15334368222820258,1.135381023772257,False,
constant_+0.05,0,28,0.05,0.04764493565137688,0.980559907987311,0.656399496757892,1.8146448309466645,1.620146933556914,1.118291553098736,0.15854668833084296,1.0995648384945875,False,
constant_+0.05,0,29,0.05,0.04788044208623919,0.9787944846860758,0.6554528027964941,1.8258277464776518,1.6217324004402225,1.1252884255729632,0.1634594591526347,1.0660822904234923,False,max_steps
constant_-0.05,0,0,-0.05,-0.005000000000000001,0.9988823993292852,0.6662411948917544,1.6106804494796603,1.6018185034759445,-0.17861205907328853,0.00397989493783003,20.379819029938393,False,
constant_-0.05,0,1,-0.05,-0.009500000000000001,0.9989367935059819,0.6662639915055937,1.6088943288889275,1.6018583024253228,-0.24098746623908057,0.0008889732351463988,12.000210847240725,False,
constant_-0.05,0,2,-0.05,-0.013550000000000003,0.9990093583999076,0.6662935286207385,1.6064844542265366,1.6018671921576741,-0.31846052878603665,-0.0028458152421641427,8.56663900328232,False,
