variant,seed,episode,episode_reward,episode_length,transition_direction,final_hold,balanced_hold,episode_success,peak_target_score,termination_reason,capture_drop_penalty,cart_limit_step_penalty,safety_penalty,action_abs_mean,replay_size,replay_saturation_fraction,replay_capture_fraction,replay_near_capture_fraction,replay_non_crash_transitions
capture_only,2,32,-80.98663683823277,200,capture_vertical,0.0,0.0,0.0,0.999997087935699,max_steps,-0.5,0.0,-3.0640079301090445e-05,0.28256734035305525,6600,0.17863636363636365,1.0,0.4263636363636364,6600
capture_only,2,33,124.85448486086605,200,capture_vertical,1.0,1.0,1.0,0.9999992183955172,max_steps,0.0,0.0,-0.0003362169393889561,0.3606595181808636,6800,0.1825,1.0,0.44323529411764706,6800
capture_only,2,34,18.798206972299855,200,capture_vertical,0.0,0.0,0.0,0.9999165094664167,max_steps,0.0,0.0,-1.347782415470505e-05,0.3149999421529958,7000,0.18385714285714286,1.0,0.4561428571428571,7000
capture_only,2,35,20.066795691012256,200,capture_vertical,0.0,0.0,0.0,0.9993923133541857,max_steps,0.0,0.0,-9.892038751827643e-06,0.3078978504294636,7200,0.18291666666666667,1.0,0.4683333333333333,7200
capture_only,2,36,124.21031273284038,200,capture_vertical,1.0,1.0,1.0,0.9999999776878076,max_steps,0.0,0.0,-4.0026667337506455e-05,0.36140887356010154,7400,0.18554054054054053,1.0,0.4827027027027027,7400
capture_only,2,37,-83.6138143979586,200,capture_vertical,0.0,0.0,0.0,0.9994413892664837,max_steps,-0.5,0.0,-0.0002767018062522158,0.34469235230741274,7600,0.18789473684210525,1.0,0.49223684210526314,7600
capture_only,2,38,19.475202957370282,200,capture_vertical,0.0,0.0,0.0,0.99999449630439,max_steps,0.0,0.0,-3.934733556683529e-06,0.3073293061524969,7800,0.1891025641025641,1.0,0.5032051282051282,7800
capture_only,2,39,-85.06249308381125,200,capture_vertical,0.0,0.0,0.0,0.9995910263729113,max_steps,-0.5,0.0,-3.1826763754386623e-06,0.38764475489002054,8000,0.192375,1.0,0.510375,8000
capture_only,3,0,-86.58676695488967,200,capture_vertical,0.0,0.0,0.0,0.9999909041540901,max_steps,-0.5,0.0,-0.0004273375180374858,0.08095754459354784,200,0.0,1.0,0.52,200
capture_only,3,1,-85.16959339568612,200,capture_vertical,0.0,0.0,0.0,0.9999960596674541,max_steps,-0.5,0.0,-7.323100649772136e-05,0.08447684493691181,400,0.0,1.0,0.5125,400
capture_only,3,2,-395.51132881769786,200,capture_vertical,0.0,0.0,0.0,0.999996100719758,max_steps,-0.5,-0.775,-1.516927302963078,0.269640126910664,600,0.04833333333333333,1.0,0.46,600
capture_only,3,3,-748.1748774726398,200,capture_vertical,0.0,0.0,0.0,0.9999819695398698,max_steps,-0.5,-1.75,-3.243372581627786,0.4581488016502424,800,0.18,1.0,0.38375,800
capture_only,3,4,-744.9911124622361,200,capture_vertical,0.0,0.0,0.0,0.9986876267057226,max_steps,-0.5,-1.725,-3.2261634691275423,0.4574788034150133,1000,0.26,1.0,0.344,1000
